,Port Name,Administrative Approach Rank,Total Points,Economy Label,Port Name.1,Statistic Approach Rank,IndeX Value,Economy Label.1,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
4836,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2018S02,S2   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,12,,29814,,76420,,12349,,46705,,,,,
4837,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2018S02,S2   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.57,,12,,8547,,23059,,9814,,27353,,,,,
4838,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,0,All ships,1.2667,,26,,10360,,225282,,18916,,322398,,4047,,19462,
4839,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,1,Passenger ships,,,29,,7368,,225282,,,,,,,,,
4840,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,2,Liquid bulk carriers,1.2646,,17,,17607,,170004,,30002,,319861,,,,,
4841,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,3,Container ships,0.8847,,15,,44631,,194849,,,,,,4047,,19462,
4842,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,4,Dry breakbulk carriers,1.8844,,18,,6077,,46295,,8410,,72914,,,,,
4843,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,5,Dry bulk carriers,3.4535,,13,,23028,,155051,,39356,,322398,,,,,
4844,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,14,,30942,,77000,,12645,,46705,,,,,
4845,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S01,S1   2019,2019,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.3729,,13,,8661,,25994,,9814,,29191,,,,,
4846,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,0,All ships,1.2875,,26,,10333,,225282,,18138,,181010,,4087,,19462,
4847,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,1,Passenger ships,,,28,,7855,,225282,,,,,,,,,
4848,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,2,Liquid bulk carriers,1.2389,,18,,15993,,94729,,27101,,166739,,,,,
4849,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,3,Container ships,0.924,,15,,44917,,194849,,,,,,4087,,19462,
4850,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,4,Dry breakbulk carriers,2.0882,,18,,5908,,41416,,8160,,62980,,,,,
4851,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,5,Dry bulk carriers,3.5903,,14,,22719,,94528,,38898,,181010,,,,,
4852,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,14,,30366,,75283,,12410,,46705,,,,,
4853,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2019S02,S2   2019,2019,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.5319,,12,,8385,,25079,,9459,,28100,,,,,
4854,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,0,All ships,1.3111,,26,,9657,,232618,,18260,,298563,,4031,,23756,
4855,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,
4856,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,2,Liquid bulk carriers,1.2986,,17,,16104,,159087,,27280,,298563,,,,,
4857,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,3,Container ships,0.916,,16,,44139,,232618,,,,,,4031,,23756,
4858,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,4,Dry breakbulk carriers,2.0542,,20,,6031,,46112,,8180,,72924,,,,,
4859,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,5,Dry bulk carriers,3.6125,,14,,22371,,94542,,38155,,181110,,,,,
4860,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,31381,,76420,,12485,,45200,,,,,
4861,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S01,S1   2020,2020,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.5465,,12,,8925,,25079,,9982,,28100,,,,,
4862,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,0,All ships,1.3101,,27,,9333,,232618,,17621,,181403,,3742,,23756,
4863,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,1,Passenger ships,,,29,,6655,,183900,,,,,,,,,
4864,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,2,Liquid bulk carriers,1.2729,,18,,15657,,86952,,26391,,166467,,,,,
4865,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,3,Container ships,0.9264,,16,,41266,,232618,,,,,,3742,,23756,
4866,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,4,Dry breakbulk carriers,2.0264,,19,,6097,,66870,,8434,,71955,,,,,
4867,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,5,Dry bulk carriers,3.4809,,16,,20964,,93010,,35826,,181403,,,,,
4868,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30551,,76420,,12217,,45200,,,,,
4869,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2020S02,S2   2020,2020,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.7056,,13,,8420,,25937,,9547,,29565,,,,,
4870,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,1.3326,,28,,9499,,232618,,18303,,211182,,3729,,23756,
4871,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,,,31,,6471,,183900,,,,,,,,,
4872,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,1.3257,,17,,16876,,87146,,28524,,164787,,,,,
4873,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729,,23756,
4874,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,1.9222,,20,,6023,,40277,,8303,,62823,,,,,
4875,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,3.325,,16,,21478,,109716,,36488,,211182,,,,,
4876,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,33278,,76420,,12855,,45200,,,,,
4877,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.549,,14,,8298,,25248,,9498,,28532,,,,,
4878,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,0,All ships,1.3576,,28,,9967,,232618,,19281,,211182,,3554,,23964,
4879,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,1,Passenger ships,,,30,,7522,,226963,,,,,,,,,
4880,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,1.2493,,19,,16816,,86990,,28535,,166092,,,,,
4881,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,3,Container ships,0.9965,,16,,38625,,232618,,,,,,3554,,23964,
4882,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,2.0097,,19,,5947,,41416,,8218,,62346,,,,,
4883,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,3.666,,14,,23506,,109716,,40379,,211182,,,,,
4884,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,33932,,76420,,13276,,45200,,,,,
4885,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2021S02,S2   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.7306,,14,,8490,,44673,,9587,,49996,,,,,
4886,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,0,All ships,1.3819,,27,,10046,,235600,,19902,,313049,,3522,,23964,
4887,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,1,Passenger ships,,,29,,7339,,235600,,,,,,,,,
4888,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,2,Liquid bulk carriers,1.2799,,19,,17376,,157477,,29523,,299999,,,,,
4889,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,3,Container ships,1.0417,,17,,38547,,232618,,,,,,3522,,23964,
4890,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,4,Dry breakbulk carriers,1.8854,,20,,5930,,66870,,8272,,72914,,,,,
4891,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,5,Dry bulk carriers,4.0778,,15,,26259,,151915,,45539,,313049,,,,,
4892,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,14,,35069,,76420,,13703,,45200,,,,,
4893,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.5167,,15,,8347,,48051,,9448,,55047,,,,,
4894,TRAPANI,213,3.98,Italy,POTI,213,1.537,Georgia,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
4895,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
4896,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,1,Passenger ships,,,29,,7241,,228081,,,,,,,,,
4897,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.31,,15,,17733,,160000,,30240,,319300,,,,,
4898,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,3,Container ships,0.82,,14,,40367,,176490,,,,,,3642,,15908,
4899,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.96,,17,,6139,,39258,,8567,,81279,,,,,
4900,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.49,,13,,24298,,151915,,42043,,313049,,,,,
4901,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30216,,77000,,12424,,48988,,,,,
4902,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S01,S1   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.39,,13,,8712,,27546,,10011,,28500,,,,,
4903,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,0,All ships,1.25,,28,,10152,,228081,,18528,,319191,,3745,,18400,
4904,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,1,Passenger ships,,,30,,7566,,228081,,,,,,,,,
4905,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,2,Liquid bulk carriers,1.28,,16,,16711,,162543,,28412,,319191,,,,,
4906,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,3,Container ships,0.83,,14,,41378,,194849,,,,,,3745,,18400,
4907,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,4,Dry breakbulk carriers,1.88,,18,,6027,,46295,,8289,,81279,,,,,
4908,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,5,Dry bulk carriers,3.66,,13,,23780,,151915,,41082,,313049,,,,,
4909,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,12,,29814,,76420,,12349,,46705,,,,,
4910,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2018S02,S2   2018,2018,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.57,,12,,8547,,23059,,9814,,27353,,,,,
4911,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,0,All ships,1.2667,,26,,10360,,225282,,18916,,322398,,4047,,19462,
4912,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,1,Passenger ships,,,29,,7368,,225282,,,,,,,,,
4913,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,2,Liquid bulk carriers,1.2646,,17,,17607,,170004,,30002,,319861,,,,,
4914,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,3,Container ships,0.8847,,15,,44631,,194849,,,,,,4047,,19462,
4915,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,4,Dry breakbulk carriers,1.8844,,18,,6077,,46295,,8410,,72914,,,,,
4916,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,5,Dry bulk carriers,3.4535,,13,,23028,,155051,,39356,,322398,,,,,
4917,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,14,,30942,,77000,,12645,,46705,,,,,
4918,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S01,S1   2019,2019,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.3729,,13,,8661,,25994,,9814,,29191,,,,,
4919,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,0,All ships,1.2875,,26,,10333,,225282,,18138,,181010,,4087,,19462,
4920,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,1,Passenger ships,,,28,,7855,,225282,,,,,,,,,
4921,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,2,Liquid bulk carriers,1.2389,,18,,15993,,94729,,27101,,166739,,,,,
4922,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,3,Container ships,0.924,,15,,44917,,194849,,,,,,4087,,19462,
4923,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,4,Dry breakbulk carriers,2.0882,,18,,5908,,41416,,8160,,62980,,,,,
4924,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,5,Dry bulk carriers,3.5903,,14,,22719,,94528,,38898,,181010,,,,,
4925,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,14,,30366,,75283,,12410,,46705,,,,,
4926,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2019S02,S2   2019,2019,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.5319,,12,,8385,,25079,,9459,,28100,,,,,
4927,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,0,All ships,1.3111,,26,,9657,,232618,,18260,,298563,,4031,,23756,
4928,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,1,Passenger ships,,,29,,5955,,183900,,,,,,,,,
4929,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,2,Liquid bulk carriers,1.2986,,17,,16104,,159087,,27280,,298563,,,,,
4930,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,3,Container ships,0.916,,16,,44139,,232618,,,,,,4031,,23756,
4931,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,4,Dry breakbulk carriers,2.0542,,20,,6031,,46112,,8180,,72924,,,,,
4932,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,5,Dry bulk carriers,3.6125,,14,,22371,,94542,,38155,,181110,,,,,
4933,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,31381,,76420,,12485,,45200,,,,,
4934,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S01,S1   2020,2020,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.5465,,12,,8925,,25079,,9982,,28100,,,,,
4935,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,0,All ships,1.3101,,27,,9333,,232618,,17621,,181403,,3742,,23756,
4936,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,1,Passenger ships,,,29,,6655,,183900,,,,,,,,,
4937,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,2,Liquid bulk carriers,1.2729,,18,,15657,,86952,,26391,,166467,,,,,
4938,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,3,Container ships,0.9264,,16,,41266,,232618,,,,,,3742,,23756,
4939,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,4,Dry breakbulk carriers,2.0264,,19,,6097,,66870,,8434,,71955,,,,,
4940,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,5,Dry bulk carriers,3.4809,,16,,20964,,93010,,35826,,181403,,,,,
4941,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,30551,,76420,,12217,,45200,,,,,
4942,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2020S02,S2   2020,2020,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.7056,,13,,8420,,25937,,9547,,29565,,,,,
4943,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,1.3326,,28,,9499,,232618,,18303,,211182,,3729,,23756,
4944,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,,,31,,6471,,183900,,,,,,,,,
4945,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,1.3257,,17,,16876,,87146,,28524,,164787,,,,,
4946,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729,,23756,
4947,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,1.9222,,20,,6023,,40277,,8303,,62823,,,,,
4948,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,3.325,,16,,21478,,109716,,36488,,211182,,,,,
4949,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,33278,,76420,,12855,,45200,,,,,
4950,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.549,,14,,8298,,25248,,9498,,28532,,,,,
4951,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,0,All ships,1.3576,,28,,9967,,232618,,19281,,211182,,3554,,23964,
4952,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,1,Passenger ships,,,30,,7522,,226963,,,,,,,,,
4953,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,1.2493,,19,,16816,,86990,,28535,,166092,,,,,
4954,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,3,Container ships,0.9965,,16,,38625,,232618,,,,,,3554,,23964,
4955,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,2.0097,,19,,5947,,41416,,8218,,62346,,,,,
4956,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,3.666,,14,,23506,,109716,,40379,,211182,,,,,
4957,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,13,,33932,,76420,,13276,,45200,,,,,
4958,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2021S02,S2   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.7306,,14,,8490,,44673,,9587,,49996,,,,,
4959,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,0,All ships,1.3819,,27,,10046,,235600,,19902,,313049,,3522,,23964,
4960,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,1,Passenger ships,,,29,,7339,,235600,,,,,,,,,
4961,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,2,Liquid bulk carriers,1.2799,,19,,17376,,157477,,29523,,299999,,,,,
4962,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,3,Container ships,1.0417,,17,,38547,,232618,,,,,,3522,,23964,
4963,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,4,Dry breakbulk carriers,1.8854,,20,,5930,,66870,,8272,,72914,,,,,
4964,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,5,Dry bulk carriers,4.0778,,15,,26259,,151915,,45539,,313049,,,,,
4965,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,6,Roll-on/ roll-off ships,,,14,,35069,,76420,,13703,,45200,,,,,
4966,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,7,Liquefied petroleum gas carriers,1.5167,,15,,8347,,48051,,9448,,55047,,,,,
4967,VENICE,235,-0.39,Italy,SAINT JOHN,235,-0.325,Canada,2022S01,S1   2022,2022,S,Semi-annual,380,8,Liquefied natural gas carriers,2.4014,,15,,42529,,52855,,30177,,39520,,,,,
4968,NAPLES,283,-19.737,Italy,CORINTO,283,-8.686,Nicaragua,2018S01,S1   2018,2018,S,Semi-annual,380,0,All ships,1.25,,27,,10320,,228081,,19068,,319300,,3642,,15908,
