Port Name,Administrative Approach Rank,"Total
Points",Economy Label,Statistic Approach Rank,IndeX Value,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
VALENCIA,135,23.809,Spain,135,9.315,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
MALAGA,137,22.325,Spain,137,8.715,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
VIGO,149,18.234,Spain,149,7.476,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
TARRAGONA,160,15.948,Spain,160,6.248,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
BILBAO,202,7.192,Spain,202,2.509,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
CADIZ,221,2.588,Spain,221,0.831,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
ALICANTE,229,1.007,Spain,229,0.21,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
GIJON,236,-0.544,Spain,236,-0.399,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
PORT OF SPAIN,254,-5.624,Spain,254,-2.435,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
CARTAGENA (COLOMBIA),12,152.95,Colombia,12,66.451,,,,,,,,,,,,,,,,,,,,,,,,
BUENAVENTURA,20,124.415,Colombia,20,55.013,,,,,,,,,,,,,,,,,,,,,,,,
SANTA MARTA,143,20.317,Colombia,143,8.022,,,,,,,,,,,,,,,,,,,,,,,,
BARRANQUILLA,159,16.034,Colombia,159,6.273,,,,,,,,,,,,,,,,,,,,,,,,
TURBO,267,-11.329,Colombia,267,-5.039,,,,,,,,,,,,,,,,,,,,,,,,
CAI MEP,13,148.433,Vietnam,13,63.39,,,,,,,,,,,,,,,,,,,,,,,,
VUNG TAU,37,100.873,Vietnam,37,41.998,,,,,,,,,,,,,,,,,,,,,,,,
HAIPHONG,63,67.12,Vietnam,63,24.603,,,,,,,,,,,,,,,,,,,,,,,,
SAIGON,140,21.08,Vietnam,140,8.27,,,,,,,,,,,,,,,,,,,,,,,,
CAT LAI,145,19.813,Vietnam,145,7.811,,,,,,,,,,,,,,,,,,,,,,,,
QUY NHON,154,17.144,Vietnam,154,6.638,,,,,,,,,,,,,,,,,,,,,,,,
DANANG,161,15.78,Vietnam,161,6.047,,,,,,,,,,,,,,,,,,,,,,,,
CHU LAI,220,2.797,Vietnam,220,0.836,,,,,,,,,,,,,,,,,,,,,,,,
PORT SAID,15,141.336,Egypt,15,61.901,,,,,,,,,,,,,,,,,,,,,,,,
DAMIETTA,58,72.703,Egypt,58,28.729,,,,,,,,,,,,,,,,,,,,,,,,
EL DEKHEILA,139,21.701,Egypt,139,8.467,,,,,,,,,,,,,,,,,,,,,,,,
ALEXANDRIA (EGYPT),277,-15.305,Egypt,277,-6.623,,,,,,,,,,,,,,,,,,,,,,,,
SOKHNA,353,-158.457,Egypt,353,-67.093,,,,,,,,,,,,,,,,,,,,,,,,
TANJUNG PELEPAS,18,131.424,Malasyia,18,56.91,,,,,,,,,,,,,,,,,,,,,,,,
PORT KLANG,69,59.038,Malasyia,69,23.585,,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,19,129.354,the Republic oF?Djibouti,19,55.311,,,,,,,,,,,,,,,,,,,,,,,,
KAOHSIUNG,21,123.452,Taiwan,21,54.588,,,,,,,,,,,,,,,,,,,,,,,,
KEELUNG,67,59.776,Taiwan,67,24.076,,,,,,,,,,,,,,,,,,,,,,,,
TAICHUNG,125,27.616,Taiwan,125,10.436,,,,,,,,,,,,,,,,,,,,,,,,
PORT OF VIRGINIA,23,118.295,USA,23,53.033,,,,,,,,,,,,,,,,,,,,,,,,
MIAMI,29,105.762,USA,29,48.823,,,,,,,,,,,,,,,,,,,,,,,,
WILMINGTON (NORTH CAROLINA),49,84.187,USA,49,33.796,,,,,,,,,,,,,,,,,,,,,,,,
PHILADELPHIA,55,74.759,USA,55,29.611,,,,,,,,,,,,,,,,,,,,,,,,
BALBOA,60,67.846,USA,60,26.592,,,,,,,,,,,,,,,,,,,,,,,,
TAMPA,61,67.841,USA,61,26.488,,,,,,,,,,,,,,,,,,,,,,,,
PORT TAMPA BAY,64,64.318,USA,64,24.562,,,,,,,,,,,,,,,,,,,,,,,,
JACKSONVILLE,100,44.256,USA,100,16.867,,,,,,,,,,,,,,,,,,,,,,,,
NEW ORLEANS,115,34.153,USA,115,13.428,,,,,,,,,,,,,,,,,,,,,,,,
PORT EVERGLADES,116,33.709,USA,116,13.331,,,,,,,,,,,,,,,,,,,,,,,,
BOSTON (USA),117,33.384,USA,117,12.58,,,,,,,,,,,,,,,,,,,,,,,,
HOUSTON,119,32.044,USA,119,11.902,,,,,,,,,,,,,,,,,,,,,,,,
CHARLESTON,130,26.183,USA,130,9.682,,,,,,,,,,,,,,,,,,,,,,,,
MOBILE,163,15.366,USA,163,5.981,,,,,,,,,,,,,,,,,,,,,,,,
SAN VICENTE,166,14.418,USA,166,5.744,,,,,,,,,,,,,,,,,,,,,,,,
NEW YORK AND NEW JERSEY,251,-4.321,USA,251,-2.159,,,,,,,,,,,,,,,,,,,,,,,,
HUENEME,269,-12.006,USA,269,-5.39,,,,,,,,,,,,,,,,,,,,,,,,
PORT VICTORIA,289,-25.449,USA,289,-10.471,,,,,,,,,,,,,,,,,,,,,,,,
SEATTLE,336,-92.888,USA,336,-40.078,,,,,,,,,,,,,,,,,,,,,,,,
TACOMA,345,-119.152,USA,345,-53.157,,,,,,,,,,,,,,,,,,,,,,,,
OAKLAND,359,-207.413,USA,359,-93.807,,,,,,,,,,,,,,,,,,,,,,,,
SAVANNAH,367,-464.721,USA,367,-217.103,,,,,,,,,,,,,,,,,,,,,,,,
LONG BEACH,369,-952.47,USA,369,-281.841,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES,370,-954.086,USA,370,-348.928,,,,,,,,,,,,,,,,,,,,,,,,
COLOMBO,24,117.493,Sri Lanka,24,52.476,,,,,,,,,,,,,,,,,,,,,,,,
BUSAN,25,114.739,South Korea,25,52.307,,,,,,,,,,,,,,,,,,,,,,,,
YEOSU,33,102.674,South Korea,33,44.227,,,,,,,,,,,,,,,,,,,,,,,,
INCHEON,52,82.106,South Korea,52,31.859,,,,,,,,,,,,,,,,,,,,,,,,
PIPAVAV,26,109.823,India,26,51.441,,,,,,,,,,,,,,,,,,,,,,,,
MAGDALLA,32,103.005,India,32,45.327,,,,,,,,,,,,,,,,,,,,,,,,
MUNDRA,48,86.563,India,48,34.706,,,,,,,,,,,,,,,,,,,,,,,,
JAWAHARLAL NEHRU PORT,54,79.672,India,54,29.896,,,,,,,,,,,,,,,,,,,,,,,,
HAZIRA,68,59.142,India,68,23.73,,,,,,,,,,,,,,,,,,,,,,,,
CHENNAI,79,53.394,India,79,20.597,,,,,,,,,,,,,,,,,,,,,,,,
KAMARAJAR,84,50.258,India,84,20.015,,,,,,,,,,,,,,,,,,,,,,,,
KRISHNAPATNAM,95,45.824,India,95,17.567,,,,,,,,,,,,,,,,,,,,,,,,
VISAKHAPATNAM,98,44.483,India,98,17.057,,,,,,,,,,,,,,,,,,,,,,,,
COCHIN,99,44.28,India,99,16.868,,,,,,,,,,,,,,,,,,,,,,,,
KATTUPALLI,106,41.494,India,106,15.827,,,,,,,,,,,,,,,,,,,,,,,,
YARIMCA,28,106.663,Turkey,28,49.791,,,,,,,,,,,,,,,,,,,,,,,,
MERSIN,34,102.273,Turkey,34,43.713,,,,,,,,,,,,,,,,,,,,,,,,
AMBARLI,43,93.586,Turkey,43,37.197,,,,,,,,,,,,,,,,,,,,,,,,
ISKENDERUN,70,59.012,Turkey,70,23.442,,,,,,,,,,,,,,,,,,,,,,,,
DILISKELESI,77,54.305,Turkey,77,20.716,,,,,,,,,,,,,,,,,,,,,,,,
GEMLIK,113,36.099,Turkey,113,14.494,,,,,,,,,,,,,,,,,,,,,,,,
BORUSAN,148,18.332,Turkey,148,7.57,,,,,,,,,,,,,,,,,,,,,,,,
PORT AKDENIZ,152,17.753,Turkey,152,6.911,,,,,,,,,,,,,,,,,,,,,,,,
NEMRUT BAY,224,1.695,Turkey,224,0.596,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUN,248,-3.711,Turkey,248,-1.584,,,,,,,,,,,,,,,,,,,,,,,,
IZMIR,253,-4.805,Turkey,253,-2.272,,,,,,,,,,,,,,,,,,,,,,,,
SINES,30,105.359,Portugal,30,48.489,,,,,,,,,,,,,,,,,,,,,,,,
LEIX?ES,205,5.299,Portugal,205,2.197,,,,,,,,,,,,,,,,,,,,,,,,
LISBON,215,3.589,Portugal,215,1.534,,,,,,,,,,,,,,,,,,,,,,,,
SINGAPORE,31,103.562,Singapore,31,47.816,,,,,,,,,,,,,,,,,,,,,,,,
AQABA,35,101.25,Jordan,35,42.93,,,,,,,,,,,,,,,,,,,,,,,,
JEBEL ALI,38,100.226,United Arab Emirates,38,41.377,,,,,,,,,,,,,,,,,,,,,,,,
SHARJAH,155,16.731,United Arab Emirates,155,6.621,,,,,,,,,,,,,,,,,,,,,,,,
CORONEL,39,100.17,Chile,39,40.559,,,,,,,,,,,,,,,,,,,,,,,,
VALPARAISO,108,40.314,Chile,108,15.404,,,,,,,,,,,,,,,,,,,,,,,,
LIRQUEN,126,26.883,Chile,126,10.434,,,,,,,,,,,,,,,,,,,,,,,,
MEJILLONES,231,0.86,Chile,231,-0.149,,,,,,,,,,,,,,,,,,,,,,,,
ANTOFAGASTA,234,-0.322,Chile,234,-0.308,,,,,,,,,,,,,,,,,,,,,,,,
ARICA,297,-30.042,Chile,297,-12.209,,,,,,,,,,,,,,,,,,,,,,,,
IQUIQUE,319,-53.887,Chile,319,-24.525,,,,,,,,,,,,,,,,,,,,,,,,
SAN ANTONIO,320,-55.808,Chile,320,-25.395,,,,,,,,,,,,,,,,,,,,,,,,
MAWAN,44,92.571,Hong Kong,44,36.35,,,,,,,,,,,,,,,,,,,,,,,,
HONG KONG,50,83.775,Hong Kong,50,33.142,,,,,,,,,,,,,,,,,,,,,,,,
HALIFAX,46,91.744,Canada,46,35.568,2018S01,S1   2018,2018,S,Semi-annual,124,0,All ships,0.84,,24,,14239,,168028,,35357,,319547,,5161,,14568,
HALIFAX,46,91.744,Canada,46,35.568,2018S01,S1   2018,2018,S,Semi-annual,124,1,Passenger ships,,,27,,8836,,168028,,,,,,,,,
HALIFAX,46,91.744,Canada,46,35.568,2018S01,S1   2018,2018,S,Semi-annual,124,2,Liquid bulk carriers,1.18,,12,,23604,,161367,,39776,,319547,,,,,
HALIFAX,46,91.744,Canada,46,35.568,2018S01,S1   2018,2018,S,Semi-annual,124,3,Container ships,1.48,,12,,57642,,154300,,,,,,5161,,14568,
HALIFAX,46,91.744,Canada,46,35.568,2018S01,S1   2018,2018,S,Semi-annual,124,4,Dry breakbulk carriers,0.28,,8,,10336,,37447,,12753,,61860,,,,,
HALIFAX,46,91.744,Canada,46,35.568,2018S01,S1   2018,2018,S,Semi-annual,124,5,Dry bulk carriers,0.55,,22,,28506,,108051,,49364,,209935,,,,,
HALIFAX,46,91.744,Canada,46,35.568,2018S01,S1   2018,2018,S,Semi-annual,124,6,Roll-on/ roll-off ships,,,24,,15380,,100430,,7900,,55828,,,,,
HALIFAX,46,91.744,Canada,46,35.568,2019S02,S2   2019,2019,S,Semi-annual,124,7,Liquefied petroleum gas carriers,1.5903,,7,,44360,,48963,,50572,,58757,,,,,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2018S01,S1   2018,2018,S,Semi-annual,124,0,All ships,0.84,,24,,14239,,168028,,35357,,319547,,5161,,14568,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2018S01,S1   2018,2018,S,Semi-annual,124,1,Passenger ships,,,27,,8836,,168028,,,,,,,,,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2018S01,S1   2018,2018,S,Semi-annual,124,2,Liquid bulk carriers,1.18,,12,,23604,,161367,,39776,,319547,,,,,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2018S01,S1   2018,2018,S,Semi-annual,124,3,Container ships,1.48,,12,,57642,,154300,,,,,,5161,,14568,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2018S01,S1   2018,2018,S,Semi-annual,124,4,Dry breakbulk carriers,0.28,,8,,10336,,37447,,12753,,61860,,,,,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2018S01,S1   2018,2018,S,Semi-annual,124,5,Dry bulk carriers,0.55,,22,,28506,,108051,,49364,,209935,,,,,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2018S01,S1   2018,2018,S,Semi-annual,124,6,Roll-on/ roll-off ships,,,24,,15380,,100430,,7900,,55828,,,,,
SAINT JOHN,240,-1.73,Canada,240,-0.524,2019S02,S2   2019,2019,S,Semi-annual,124,7,Liquefied petroleum gas carriers,1.5903,,7,,44360,,48963,,50572,,58757,,,,,
MONTREAL,311,-39.809,Canada,311,-19.234,2018S01,S1   2018,2018,S,Semi-annual,124,0,All ships,0.84,,24,,14239,,168028,,35357,,319547,,5161,,14568,
MONTREAL,311,-39.809,Canada,311,-19.234,2018S01,S1   2018,2018,S,Semi-annual,124,1,Passenger ships,,,27,,8836,,168028,,,,,,,,,
MONTREAL,311,-39.809,Canada,311,-19.234,2018S01,S1   2018,2018,S,Semi-annual,124,2,Liquid bulk carriers,1.18,,12,,23604,,161367,,39776,,319547,,,,,
